Country,Year,Art,Total,Regulatory_Complexity,Polity2,IntMigStock,Left1_Other0,Liberalisation,MigSpain,MigUS,MigSpainUS,TotalPopinY,MigSpainUSPerc,GrowthGDPperCap,Trade_Perc_GDP,RefugeeAndLikeSit,T,RefAsPerc,GDPperCapPPP,Lib100,x,y,CountryID,South_America,MigSpainUSLog,lag1,lag2,_est_est1,_est_est2,_est_est3,_est_est4,VDEM_Polyarchy,Codified
Dominican Republic,1994,21,57,37,5,4.1,0,0.32,15160,347858,363018,7683707,4.72,0.77,77,1252,7683707,0.02,0.767738446,32,-69.9929611,18.483402,Dominican Republic,0,1.5518088,37,37,1,1,1,1,0.44499999,1
Dominican Republic,1995,21,57,37,5,4.1,0,0.32,21654,524698,546352,7819247,6.99,3.85,74,985,7819247,0.01,3.853463633,32,-69.9929611,18.483402,Dominican Republic,0,1.9444805,37,37,1,1,1,1,0.461,1
Dominican Republic,1996,21,57,37,8,4.1,0,0.32,21654,524698,546352,7952763,6.87,4.2,73,640,7952763,0.01,4.19860256,32,-69.9929611,18.483402,Dominican Republic,0,1.9271641,37,37,1,1,1,1,0.53899997,1
Dominican Republic,1997,21,57,37,8,4.1,0,0.32,21654,524698,546352,8084407,6.76,7.11,74,638,8084407,0.01,7.112214795,32,-69.9929611,18.483402,Dominican Republic,0,1.9110229,37,37,1,1,1,1,0.60299999,1
Dominican Republic,1998,21,57,37,8,4.1,0,0.32,21654,524698,546352,8214426,6.65,5.03,76,614,8214426,0.01,5.025387119,32,-69.9929611,18.483402,Dominican Republic,0,1.8946168,37,37,1,1,1,1,0.66100001,1
Dominican Republic,1999,21,57,37,8,4.1,0,0.32,21654,524698,546352,8343283,6.55,4.3,76,625,8343283,0.01,4.303868641,32,-69.9929611,18.483402,Dominican Republic,0,1.8794651,37,37,1,1,1,1,0.68199998,1
Dominican Republic,2000,21,57,37,8,4.2,0,0.32,36953,705139,742092,8471321,8.76,3.08,79,510,8471321,0.01,3.079874081,32,-69.9929611,18.483402,Dominican Republic,0,2.1701958,37,37,1,1,1,1,0.69,1
Dominican Republic,2001,21,57,37,8,4.2,1,0.32,36953,705139,742092,8598601,8.63,0.94,71,,8598601,0,0.942868806,32,-69.9929611,18.483402,Dominican Republic,0,2.1552446,37,37,1,1,1,1,0.699,1
Dominican Republic,2002,21,57,37,8,4.2,1,0.32,36953,705139,742092,8724975,8.51,2.98,69,,8724975,0,2.981578814,32,-69.9929611,18.483402,Dominican Republic,0,2.141242,37,37,1,1,1,1,0.71499997,1
Dominican Republic,2003,21,57,37,8,4.2,1,0.32,36953,705139,742092,8850317,8.38,-2.74,84,,8850317,0,-2.742890771,32,-69.9929611,18.483402,Dominican Republic,0,2.1258478,37,37,1,1,1,1,0.72500002,1
Dominican Republic,2004,21,57,37,8,4.2,1,0.32,36953,705139,742092,8974444,8.27,1.15,81,,8974444,0,1.151470008,32,-69.9929611,18.483402,Dominican Republic,0,2.1126344,37,37,1,1,1,1,0.69800001,1
Dominican Republic,2005,21,57,37,8,4.1,0,0.32,73049,761989,835038,9097257,9.18,7.95,62,,9097257,0,7.950955381,32,-69.9929611,18.483402,Dominican Republic,0,2.2170272,37,37,1,1,1,1,0.68300003,1
Dominican Republic,2006,21,57,37,8,4.1,0,0.32,73049,761989,835038,9218686,9.06,7.74,64,,9218686,0,7.736305254,32,-69.9929611,18.483402,Dominican Republic,0,2.2038691,37,37,1,1,1,1,0.662,1
Dominican Republic,2007,21,57,37,8,4.1,0,0.32,73049,761989,835038,9338861,8.94,6.03,62,,9338861,0,6.033694071,32,-69.9929611,18.483402,Dominican Republic,0,2.1905355,37,37,1,1,1,1,0.66100001,1
Dominican Republic,2008,21,57,37,8,4.1,0,0.32,73049,761989,835038,9458075,8.83,1.91,61,,9458075,0,1.908603408,32,-69.9929611,18.483402,Dominican Republic,0,2.1781549,37,37,1,1,1,1,0.66100001,1
Dominican Republic,2009,21,57,37,8,4.1,0,0.32,73049,761989,835038,9576737,8.72,-0.3,51,,9576737,0,-0.304633349,32,-69.9929611,18.483402,Dominican Republic,0,2.1656191,37,37,1,1,1,1,0.66100001,1
Dominican Republic,2010,22,57,39,8,4.1,0,0.36,136976,843720,980696,9695121,10.12,7.02,56,599,9695121,0.01,7.016750474,36,-69.9929611,18.483402,Dominican Republic,0,2.3145137,37,37,1,1,1,1,0.66500002,1
Dominican Republic,2011,22,57,39,8,4.1,0,0.36,136976,843720,980696,9813210,9.99,1.89,59,595,9813210,0.01,1.892348697,36,-69.9929611,18.483402,Dominican Republic,0,2.3015845,39,37,1,1,1,1,0.662,1
Dominican Republic,2012,22,57,39,8,4.1,0,0.36,136976,843720,980696,9930911,9.88,1.5,58,758,9930911,0.01,1.499963278,36,-69.9929611,18.483402,Dominican Republic,0,2.2905126,39,37,1,1,1,1,0.65399998,1
Dominican Republic,2013,22,57,39,8,4.1,0,0.36,136976,843720,980696,10048224,9.76,3.65,57,721,10048224,0.01,3.650787233,36,-69.9929611,18.483402,Dominican Republic,0,2.2782924,39,39,1,1,1,1,0.64499998,1
Dominican Republic,2014,22,57,39,8,4.1,0,0.36,136976,843720,980696,10165178,9.65,6.4,56,608,10165178,0.01,6.397640872,36,-69.9929611,18.483402,Dominican Republic,0,2.266958,39,39,1,1,1,1,0.63800001,1
Dominican Republic,2015,22,57,39,8,5.3,0,0.36,156905,1086819,1243724,10281680,12.1,5.82,54,615,10281680,0.01,5.820572986,36,-69.9929611,18.483402,Dominican Republic,0,2.4932055,39,39,1,1,1,1,0.60100001,1
Dominican Republic,2016,22,57,39,7,5.3,0,0.36,156905,1086819,1243724,10397743,11.96,5.42,54,592,10397743,0.01,5.422167969,36,-69.9929611,18.483402,Dominican Republic,0,2.4815679,39,39,1,1,1,1,0.55000001,1
Dominican Republic,2017,22,57,39,7,5.3,0,0.36,156905,1086819,1243724,10513131,11.83,3.4,53,583,10513131,0.01,3.404295446,36,-69.9929611,18.483402,Dominican Republic,0,2.4706388,39,39,1,1,1,1,0.57200003,1
Dominican Republic,2018,22,57,39,7,5.3,0,0.36,156905,1086819,1243724,10627165,11.7,5.8,55,164,10627165,0,5.803116129,36,-69.9929611,18.483402,Dominican Republic,0,2.4595888,39,39,1,1,1,1,0.602,1
Ecuador,1990,32,57,56,9,0.8,1,0.49,3734,143314,147048,10230934,1.44,1.26,45,510,10230934,0,1.257248148,49,-78.38612,-1.448643,Ecuador,1,0.36464313,,,0,0,0,0,0.736,1
Ecuador,1991,32,57,56,9,0.8,1,0.49,3734,143314,147048,10472475,1.4,1.89,45,280,10472475,0,1.88592867,49,-78.38612,-1.448643,Ecuador,1,0.33647224,56,,1,1,0,0,0.70599997,1
Ecuador,1992,34,57,60,9,0.8,1,0.49,3734,143314,147048,10716129,1.37,-0.21,45,204,10716129,0,-0.207475508,49,-78.38612,-1.448643,Ecuador,1,0.31481075,56,,1,1,0,0,0.71100003,1
Ecuador,1993,34,57,60,9,0.8,1,0.49,3734,143314,147048,10961466,1.34,-0.31,43,238,10961466,0,-0.309122933,49,-78.38612,-1.448643,Ecuador,1,0.29266962,60,56,1,1,1,1,0.69599998,1
Ecuador,1994,34,57,60,9,0.8,1,0.49,3734,143314,147048,11208001,1.31,1.96,44,244,11208001,0,1.96495055,49,-78.38612,-1.448643,Ecuador,1,0.27002713,60,56,1,1,1,1,0.69800001,1
Ecuador,1995,34,57,60,9,1,1,0.49,11606,223927,235533,11455204,2.06,0.05,46,202,11455204,0,0.04594147,49,-78.38612,-1.448643,Ecuador,1,0.72270596,60,60,1,1,1,1,0.69499999,1
Ecuador,1996,34,57,60,9,1,1,0.49,11606,223927,235533,11703174,2.01,-0.42,44,211,11703174,0,-0.423772128,49,-78.38612,-1.448643,Ecuador,1,0.69813472,60,60,1,1,1,1,0.70899999,1
Ecuador,1997,34,57,60,8,1,0,0.49,11606,223927,235533,11951452,1.97,2.16,45,227,11951452,0,2.16057048,49,-78.38612,-1.448643,Ecuador,1,0.67803353,60,60,1,1,1,1,0.71499997,1
Ecuador,1998,34,57,60,9,1,1,0.49,11606,223927,235533,12198449,1.93,1.18,43,248,12198449,0,1.175564974,49,-78.38612,-1.448643,Ecuador,1,0.65752,60,60,1,1,1,1,0.71700001,1
Ecuador,1999,34,57,60,9,1,1,0.49,11606,223927,235533,12442115,1.89,-6.6,49,314,12442115,0,-6.604966749,49,-78.38612,-1.448643,Ecuador,1,0.63657683,60,60,1,1,1,1,0.72500002,1
Ecuador,2000,34,57,60,6,1.2,1,0.49,24472,306208,330680,12681123,2.61,-0.81,59,1602,12681123,0.01,-0.813533054,49,-78.38612,-1.448643,Ecuador,1,0.95935023,60,60,1,1,1,1,0.708,1
Ecuador,2001,34,57,60,6,1.2,1,0.49,24472,306208,330680,12914667,2.56,2.13,51,1715,12914667,0.01,2.134634702,49,-78.38612,-1.448643,Ecuador,1,0.94000727,60,60,1,1,1,1,0.708,1
Ecuador,2002,34,57,60,6,1.2,1,0.49,24472,306208,330680,13143465,2.52,2.28,49,3240,13143465,0.02,2.284712963,49,-78.38612,-1.448643,Ecuador,1,0.92425889,60,60,1,1,1,1,0.71200001,1
Ecuador,2003,34,57,60,6,1.2,0,0.49,24472,306208,330680,13369678,2.47,0.98,47,6381,13369678,0.05,0.984811425,49,-78.38612,-1.448643,Ecuador,1,0.90421814,60,60,1,1,1,1,0.73100001,1
Ecuador,2004,34,57,60,6,1.2,0,0.49,24472,306208,330680,13596388,2.43,6.41,51,8450,13596388,0.06,6.40669181,49,-78.38612,-1.448643,Ecuador,1,0.88789123,60,60,1,1,1,1,0.73100001,1
Ecuador,2005,34,57,60,6,1.4,0,0.49,456379,364358,820737,13825847,5.94,3.54,56,10063,13825847,0.07,3.543842498,49,-78.38612,-1.448643,Ecuador,1,1.7817091,60,60,1,1,1,1,0.73100001,1
Ecuador,2006,34,57,60,7,1.4,0,0.49,456379,364358,820737,14059384,5.84,2.67,60,11789,14059384,0.08,2.669305,49,-78.38612,-1.448643,Ecuador,1,1.7647308,60,60,1,1,1,1,0.77200001,1
Ecuador,2007,34,57,60,5,1.4,1,0.49,456379,364358,820737,14296557,5.74,0.49,63,264907,14296557,1.85,0.494782006,49,-78.38612,-1.448643,Ecuador,1,1.7474592,60,60,1,1,1,1,0.727,1
Ecuador,2008,34,57,60,5,1.4,1,0.49,456379,364358,820737,14535739,5.65,4.61,68,101398,14535739,0.7,4.607050249,49,-78.38612,-1.448643,Ecuador,1,1.7316556,60,60,1,1,1,1,0.71700001,1
Ecuador,2009,40,57,70,5,1.4,1,0.58,456379,364358,820737,14774424,5.56,-1.06,52,116557,14774424,0.79,-1.058188534,58,-78.38612,-1.448643,Ecuador,1,1.7155981,60,60,1,1,1,1,0.64899999,1
Ecuador,2010,40,57,70,5,2.2,1,0.58,496666,435209,931875,15011117,6.21,1.89,60,121249,15011117,0.81,1.892927572,58,-78.38612,-1.448643,Ecuador,1,1.8261609,70,60,1,1,1,1,0.64399999,1
Ecuador,2011,40,57,70,5,2.2,1,0.58,496666,435209,931875,15243883,6.11,6.22,64,123436,15243883,0.81,6.221051678,58,-78.38612,-1.448643,Ecuador,1,1.8099267,70,60,1,1,1,1,0.634,1
Ecuador,2012,43,57,75,5,2.2,1,0.56,496666,435209,931875,15474102,6.02,4.07,62,123824,15474102,0.8,4.070252971,56,-78.38612,-1.448643,Ecuador,1,1.7950872,70,70,1,1,1,1,0.62599999,1
Ecuador,2013,43,57,75,5,2.2,1,0.56,496666,435209,931875,15707474,5.93,3.39,60,123209,15707474,0.78,3.387280468,56,-78.38612,-1.448643,Ecuador,1,1.7800242,75,70,1,1,1,1,0.634,1
Ecuador,2014,39,57,68,5,2.2,1,0.6,496666,435209,931875,15951838,5.84,2.2,58,122161,15951838,0.77,2.198941227,60,-78.38612,-1.448643,Ecuador,1,1.7647308,75,70,1,1,1,1,0.61500001,1
Ecuador,2015,39,57,68,5,2.4,1,0.6,416394,478039,894433,16212020,5.52,-1.51,45,121535,16212020,0.75,-1.507585123,60,-78.38612,-1.448643,Ecuador,1,1.7083778,68,75,1,1,1,1,0.60100001,1
Ecuador,2016,39,57,68,5,2.4,1,0.64,416394,478039,894433,16491115,5.42,-2.9,39,102848,16491115,0.62,-2.898024887,64,-78.38612,-1.448643,Ecuador,1,1.6900958,68,75,1,1,1,1,0.58200002,1
Ecuador,2017,46,57,81,5,2.4,1,0.66,416394,478039,894433,16785361,5.33,0.57,42,92344,16785361,0.55,0.573877117,66,-78.38612,-1.448643,Ecuador,1,1.6733513,68,68,1,1,1,1,0.59899998,1
Ecuador,2018,46,57,81,5,2.4,1,0.66,416394,478039,894433,17084357,5.24,-0.4,46,101460,17084357,0.59,-0.397089903,66,-78.38612,-1.448643,Ecuador,1,1.6563215,81,68,1,1,1,1,0.67299998,1
El Salvador,1990,1,57,2,6,0.9,0,,1195,465433,466628,5270079,8.85,3.45,50,20300,5270079,0.39,3.449535121,0,-88.86652,13.736893,El Salvador,0,2.1804175,,,0,0,0,0,0.213,1
El Salvador,1991,1,57,2,7,0.9,0,,1195,465433,466628,5342198,8.73,0.12,48,20099,5342198,0.38,0.124197691,0,-88.86652,13.736893,El Salvador,0,2.1667655,2,,1,1,0,0,0.249,1
El Salvador,1992,1,57,2,7,0.9,0,,1195,465433,466628,5416323,8.62,5.55,49,19903,5416323,0.37,5.553452547,0,-88.86652,13.736893,El Salvador,0,2.1540852,2,,1,1,0,0,0.30199999,1
El Salvador,1993,1,57,2,7,0.9,0,,1195,465433,466628,5490477,8.5,4.39,54,163,5490477,0,4.390047586,0,-88.86652,13.736893,El Salvador,0,2.1400661,2,2,1,1,1,1,0.403,1
El Salvador,1994,1,57,2,7,0.9,0,,1195,465433,466628,5561919,8.39,3.35,55,156,5561919,0,3.345060072,0,-88.86652,13.736893,El Salvador,0,2.1270406,2,2,1,1,1,1,0.491,1
El Salvador,1995,1,57,2,7,0.7,0,,1441,649970,651411,5628600,11.57,3.49,59,154,5628600,0,3.494183566,0,-88.86652,13.736893,El Salvador,0,2.4484155,2,2,1,1,1,1,0.51300001,1
El Salvador,1996,1,57,2,7,0.7,0,,1441,649970,651411,5689938,11.45,-0.27,55,150,5689938,0,-0.269142413,0,-88.86652,13.736893,El Salvador,0,2.4379897,2,2,1,1,1,1,0.50999999,1
El Salvador,1997,1,57,2,7,0.7,0,,1441,649970,651411,5746284,11.34,2.12,64,109,5746284,0,2.12363536,0,-88.86652,13.736893,El Salvador,0,2.4283364,2,2,1,1,1,1,0.49900001,1
El Salvador,1998,1,57,2,7,0.7,0,,1441,649970,651411,5797765,11.24,1.74,61,33,5797765,0,1.742660696,0,-88.86652,13.736893,El Salvador,0,2.4194789,2,2,1,1,1,1,0.5,1
El Salvador,1999,1,57,2,7,0.7,0,,1441,649970,651411,5844846,11.15,1.34,61,24,5844846,0,1.337600334,0,-88.86652,13.736893,El Salvador,0,2.4114394,2,2,1,1,1,1,0.54699999,1
El Salvador,2000,1,57,2,7,0.5,0,,2307,838090,840397,5887936,14.27,0.39,69,59,5887936,0,0.385980766,0,-88.86652,13.736893,El Salvador,0,2.6581595,2,2,1,1,1,1,0.55299997,1
El Salvador,2001,1,57,2,7,0.5,0,,2307,838090,840397,5927006,14.18,0.21,66,69,5927006,0,0.212349623,0,-88.86652,13.736893,El Salvador,0,2.6518326,2,2,1,1,1,1,0.55900002,1
El Salvador,2002,35,57,61,7,0.5,0,0.49,2307,838090,840397,5962136,14.1,0.98,66,74,5962136,0,0.982329174,49,-88.86652,13.736893,El Salvador,0,2.6461749,2,2,1,1,1,1,0.56199998,1
El Salvador,2003,35,57,61,7,0.5,0,0.49,2307,838090,840397,5994077,14.02,1.02,68,246,5994077,0,1.021030289,49,-88.86652,13.736893,El Salvador,0,2.6404848,61,2,1,1,1,1,0.54900002,1
El Salvador,2004,35,57,61,7,0.5,0,0.49,2307,838090,840397,6023797,13.95,0.39,70,235,6023797,0,0.393014603,49,-88.86652,13.736893,El Salvador,0,2.6354795,61,2,1,1,1,1,0.55299997,1
El Salvador,2005,44,57,77,7,0.6,0,0.63,4372,997858,1002230,6052123,16.56,2.23,70,49,6052123,0,2.226761785,63,-88.86652,13.736893,El Salvador,0,2.8069901,61,61,1,1,1,1,0.56800002,1
El Salvador,2006,44,57,77,7,0.6,0,0.63,4372,997858,1002230,6079399,16.49,3.87,73,39,6079399,0,3.874747652,63,-88.86652,13.736893,El Salvador,0,2.8027542,77,61,1,1,1,1,0.57800001,1
El Salvador,2007,44,57,77,7,0.6,0,0.63,4372,997858,1002230,6105810,16.41,1.42,78,39,6105810,0,1.419975891,63,-88.86652,13.736893,El Salvador,0,2.7978909,77,61,1,1,1,1,0.57700002,1
El Salvador,2008,44,57,77,7,0.6,0,0.63,4372,997858,1002230,6131764,16.34,1.69,81,32,6131764,0,1.694949789,63,-88.86652,13.736893,El Salvador,0,2.7936161,77,77,1,1,1,1,0.57300001,1
El Salvador,2009,44,57,77,8,0.6,0,0.63,4372,997858,1002230,6157686,16.28,-2.5,66,30,6157686,0,-2.495593585,63,-88.86652,13.736893,El Salvador,0,2.7899373,77,77,1,1,1,1,0.61699998,1
El Salvador,2010,44,57,77,8,0.7,1,0.63,7951,1192423,1200374,6183875,19.41,2.11,74,38,6183875,0,2.111469886,63,-88.86652,13.736893,El Salvador,0,2.9657884,77,77,1,1,1,1,0.59600002,1
El Salvador,2011,44,57,77,8,0.7,1,0.63,7951,1192423,1200374,6210568,19.33,3.37,79,38,6210568,0,3.369060265,63,-88.86652,13.736893,El Salvador,0,2.9616582,77,77,1,1,1,1,0.59600002,1
El Salvador,2012,44,57,77,8,0.7,1,0.63,7951,1192423,1200374,6237923,19.24,2.36,78,45,6237923,0,2.363617759,63,-88.86652,13.736893,El Salvador,0,2.9569914,77,77,1,1,1,1,0.60600001,1
El Salvador,2013,44,57,77,8,0.7,1,0.63,7951,1192423,1200374,6266070,19.16,1.78,80,44,6266070,0,1.776398396,63,-88.86652,13.736893,El Salvador,0,2.9528248,77,77,1,1,1,1,0.66399997,1
El Salvador,2014,44,57,77,8,0.7,1,0.63,7951,1192423,1200374,6295128,19.07,1.24,78,35,6295128,0,1.241775566,63,-88.86652,13.736893,El Salvador,0,2.9481163,77,77,1,1,1,1,0.67299998,1
El Salvador,2015,44,57,77,8,0.7,1,0.63,9192,1352357,1361549,6325124,21.53,1.91,77,48,6325124,0,1.90943551,63,-88.86652,13.736893,El Salvador,0,3.0694473,77,77,1,1,1,1,0.667,1
El Salvador,2016,44,57,77,8,0.7,1,0.63,9192,1352357,1361549,6356143,21.42,2.01,73,45,6356143,0,2.007205649,63,-88.86652,13.736893,El Salvador,0,3.0643251,77,77,1,1,1,1,0.68800002,1
El Salvador,2017,44,57,77,8,0.7,1,0.63,9192,1352357,1361549,6388122,21.31,1.8,74,34,6388122,0,1.795783983,63,-88.86652,13.736893,El Salvador,0,3.0591764,77,77,1,1,1,1,0.69599998,1
El Salvador,2018,44,57,77,8,0.7,1,0.63,9192,1352357,1361549,6420744,21.21,2.02,78,34,6420744,0,2.016666951,63,-88.86652,13.736893,El Salvador,0,3.0544727,77,77,1,1,1,1,0.67199999,1
Guatemala,1990,1,57,2,3,2.9,0,,975,225739,226714,9263813,2.45,0.73,46,223377,9263813,2.41,0.728084588,0,-90.35625,15.702129,Guatemala,0,0.896088,,,0,0,0,0,0.37900001,1
Guatemala,1991,1,57,2,3,2.9,0,,975,225739,226714,9483270,2.39,1.26,40,233236,9483270,2.46,1.259442396,0,-90.35625,15.702129,Guatemala,0,0.87129337,2,,1,1,0,0,0.41,1
Guatemala,1992,1,57,2,3,2.9,0,,975,225739,226714,9708544,2.34,2.41,45,222929,9708544,2.3,2.405702984,0,-90.35625,15.702129,Guatemala,0,0.85015094,2,,1,1,0,0,0.41100001,1
Guatemala,1993,1,57,2,3,2.9,0,,975,225739,226714,9938692,2.28,1.52,44,4689,9938692,0.05,1.520515349,0,-90.35625,15.702129,Guatemala,0,0.82417542,2,2,1,1,1,1,0.42899999,1
Guatemala,1994,1,57,2,3,2.9,0,,975,225739,226714,10172297,2.23,1.64,42,4672,10172297,0.05,1.644625019,0,-90.35625,15.702129,Guatemala,0,0.8020016,2,2,1,1,1,1,0.44499999,1
Guatemala,1995,1,57,2,3,1.5,0,,1214,357929,359143,10408489,3.45,2.57,45,1496,10408489,0.01,2.567029178,0,-90.35625,15.702129,Guatemala,0,1.2383742,2,2,1,1,1,1,0.43099999,1
Guatemala,1996,1,57,2,8,1.5,0,,1214,357929,359143,10646674,3.37,0.65,40,1564,10646674,0.01,0.654431566,0,-90.35625,15.702129,Guatemala,0,1.2149128,2,2,1,1,1,1,0.45300001,1
Guatemala,1997,1,57,2,8,1.5,0,,1214,357929,359143,10887634,3.3,2.05,42,1508,10887634,0.01,2.05435293,0,-90.35625,15.702129,Guatemala,0,1.1939225,2,2,1,1,1,1,0.50099999,1
Guatemala,1998,1,57,2,8,1.5,0,,1214,357929,359143,11133501,3.23,2.67,44,815,11133501,0.01,2.674900133,0,-90.35625,15.702129,Guatemala,0,1.1724821,2,2,1,1,1,1,0.50099999,1
Guatemala,1999,1,57,2,8,1.5,0,,1214,357929,359143,11387203,3.15,1.53,46,732,11387203,0.01,1.533394146,0,-90.35625,15.702129,Guatemala,0,1.1474024,2,2,1,1,1,1,0.51200002,1
Guatemala,2000,1,57,2,8,0.4,0,,1977,492870,494847,11650743,4.25,1.27,49,720,11650743,0.01,1.265234415,0,-90.35625,15.702129,Guatemala,0,1.446919,2,2,1,1,1,1,0.50599998,1
Guatemala,2001,30,57,53,8,0.4,0,0.58,1977,492870,494847,11924946,4.15,-0.02,70,729,11924946,0.01,-0.020465735,58,-90.35625,15.702129,Guatemala,0,1.4231083,2,2,1,1,1,1,0.50599998,1
Guatemala,2002,30,57,53,8,0.4,0,0.58,1977,492870,494847,12208848,4.05,1.45,66,733,12208848,0.01,1.451331585,58,-90.35625,15.702129,Guatemala,0,1.3987169,53,2,1,1,1,1,0.50599998,1
Guatemala,2003,30,57,53,8,0.4,0,0.58,1977,492870,494847,12500478,3.96,0.14,66,715,12500478,0.01,0.138797076,58,-90.35625,15.702129,Guatemala,0,1.3762441,53,2,1,1,1,1,0.51599997,1
Guatemala,2004,30,57,53,8,0.4,0,0.58,1977,492870,494847,12796925,3.87,0.76,69,656,12796925,0.01,0.762513622,58,-90.35625,15.702129,Guatemala,0,1.3532546,53,53,1,1,1,1,0.57599998,1
Guatemala,2005,30,57,53,8,0.4,0,0.58,3643,643349,646992,13096028,4.94,0.9,66,391,13096028,0,0.901731159,58,-90.35625,15.702129,Guatemala,0,1.5973654,53,53,1,1,1,1,0.63300002,1
Guatemala,2006,30,57,53,8,0.4,0,0.58,3643,643349,646992,13397021,4.83,3.01,67,382,13397021,0,3.012192577,58,-90.35625,15.702129,Guatemala,0,1.5748465,53,53,1,1,1,1,0.63300002,1
Guatemala,2007,30,57,53,8,0.4,0,0.58,3643,643349,646992,13700327,4.72,3.95,68,379,13700327,0,3.950633989,58,-90.35625,15.702129,Guatemala,0,1.5518088,53,53,1,1,1,1,0.61900002,1
Guatemala,2008,30,57,53,8,0.4,1,0.58,3643,643349,646992,14006428,4.62,1.02,64,130,14006428,0,1.023941773,58,-90.35625,15.702129,Guatemala,0,1.5303947,53,53,1,1,1,1,0.611,1
Guatemala,2009,30,57,53,8,0.4,1,0.58,3643,643349,646992,14316263,4.52,-1.65,57,131,14316263,0,-1.649558746,58,-90.35625,15.702129,Guatemala,0,1.508512,53,53,1,1,1,1,0.60299999,1
Guatemala,2010,30,57,53,8,0.5,1,0.58,6440,817495,823935,14630417,5.63,0.66,62,138,14630417,0,0.660606009,58,-90.35625,15.702129,Guatemala,0,1.7281095,53,53,1,1,1,1,0.588,1
Guatemala,2011,30,57,53,8,0.5,1,0.58,6440,817495,823935,14948803,5.51,1.94,64,147,14948803,0,1.943561071,58,-90.35625,15.702129,Guatemala,0,1.7065647,53,53,1,1,1,1,0.57700002,1
Guatemala,2012,30,57,53,8,0.5,0,0.58,6440,817495,823935,15270778,5.4,0.8,61,159,15270778,0,0.798801032,58,-90.35625,15.702129,Guatemala,0,1.686399,53,53,1,1,1,1,0.57099998,1
Guatemala,2013,30,57,53,8,0.5,0,0.58,6440,817495,823935,15595821,5.28,1.54,59,160,15595821,0,1.536354441,58,-90.35625,15.702129,Guatemala,0,1.6639261,53,53,1,1,1,1,0.64300001,1
Guatemala,2014,30,57,53,8,0.5,0,0.58,6440,817495,823935,15923243,5.17,2.03,57,164,15923243,0,2.032085718,58,-90.35625,15.702129,Guatemala,0,1.6428727,53,53,1,1,1,1,0.58999997,1
Guatemala,2015,30,57,53,8,0.5,0,0.58,7411,991516,998927,16252429,6.15,2.03,51,226,16252429,0,2.030732289,58,-90.35625,15.702129,Guatemala,0,1.816452,53,53,1,1,1,1,0.616,1
Guatemala,2016,29,57,51,8,0.5,0,0.72,7411,991516,998927,16583060,6.02,1.04,47,300,16583060,0,1.037037387,72,-90.35625,15.702129,Guatemala,0,1.7950872,53,53,1,1,1,1,0.66000003,1
Guatemala,2017,29,57,51,8,0.5,0,0.72,7411,991516,998927,16914936,5.91,0.74,46,360,16914936,0,0.744150536,72,-90.35625,15.702129,Guatemala,0,1.7766458,51,53,1,1,1,1,0.704,1
Guatemala,2018,29,57,51,8,0.5,0,0.72,7411,991516,998927,17247807,5.79,1.15,46,380,17247807,0,1.154371768,72,-90.35625,15.702129,Guatemala,0,1.7561322,51,53,1,1,1,1,0.55299997,1
Honduras,1990,1,57,2,6,5.5,0,,1169,108923,110092,4955303,2.22,-0.12,71,237100,4955303,4.78,-0.124848219,0,-86.61935,14.817044,Honduras,0,0.79750717,,,0,0,0,0,0.495,1
Honduras,1991,1,57,2,6,5.5,0,,1169,108923,110092,5098591,2.16,-6.04,75,101961,5098591,2,-6.036369457,0,-86.61935,14.817044,Honduras,0,0.77010822,2,,1,1,0,0,0.50700003,1
Honduras,1992,1,57,2,6,5.5,0,,1169,108923,110092,5244678,2.1,3.12,76,100348,5244678,1.91,3.119076204,0,-86.61935,14.817044,Honduras,0,0.74193734,2,,1,1,0,0,0.51300001,1
Honduras,1993,1,57,2,6,5.5,0,,1169,108923,110092,5394412,2.04,3.54,84,65,5394412,0,3.539690773,0,-86.61935,14.817044,Honduras,0,0.71294981,2,2,1,1,1,1,0.51099998,1
Honduras,1994,1,57,2,6,5.5,0,,1169,108923,110092,5548960,1.98,-2.58,100,104,5548960,0,-2.57916893,0,-86.61935,14.817044,Honduras,0,0.68309683,2,2,1,1,1,1,0.52499998,1
Honduras,1995,1,57,2,6,2.6,0,,1515,198509,200024,5709014,3.5,3.21,102,63,5709014,0,3.212254063,0,-86.61935,14.817044,Honduras,0,1.2527629,2,2,1,1,1,1,0.56099999,1
Honduras,1996,1,57,2,6,2.6,0,,1515,198509,200024,5874809,3.4,-1,115,63,5874809,0,-1.004153828,0,-86.61935,14.817044,Honduras,0,1.2237754,2,2,1,1,1,1,0.58600003,1
Honduras,1997,1,57,2,6,2.6,0,,1515,198509,200024,6045699,3.31,1.64,119,9,6045699,0,1.641474337,0,-86.61935,14.817044,Honduras,0,1.1969482,2,2,1,1,1,1,0.58499998,1
Honduras,1998,1,57,2,6,2.6,0,,1515,198509,200024,6220406,3.22,0.68,122,9,6220406,0,0.680786473,0,-86.61935,14.817044,Honduras,0,1.1693814,2,2,1,1,1,1,0.583,1
Honduras,1999,1,57,2,7,2.6,0,,1515,198509,200024,6397151,3.13,-3.48,120,9,6397151,0,-3.478196532,0,-86.61935,14.817044,Honduras,0,1.1410331,2,2,1,1,1,1,0.59299999,1
